NCBI GeneID	Symbol	Description	Transcripts	Ensembl GeneIDs
100227102	C14H7orf50	chromosome 14 C7orf50 homolog	2	ENSTGUG00000025851
100227108	HOOK1	hook microtubule tethering protein 1	1	ENSTGUG00000009700
100227110	TOM1L2	target of myb1 like 2 membrane trafficking protein	3	ENSTGUG00000007299
100227111	AASDH	aminoadipate-semialdehyde dehydrogenase	2	ENSTGUG00000007433
100227113	BRF2	BRF2 RNA polymerase III transcription initiation factor subunit	2	
100227115	KLF2	KLF transcription factor 2	1	ENSTGUG00000000700
100227116	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	1	ENSTGUG00000013485
100227120	LARP1	La ribonucleoprotein 1, translational regulator	2	ENSTGUG00000000704
100227125	STC2	stanniocalcin 2	1	ENSTGUG00000029550
100227126	DARS1	aspartyl-tRNA synthetase 1	1	
100227131	SGCD	sarcoglycan delta	4	ENSTGUG00000023803
100227132	KLF6	KLF transcription factor 6	1	ENSTGUG00000000906
100227134	FBXO38	F-box protein 38	4	ENSTGUG00000000212
100227136	NF1	neurofibromin 1	6	ENSTGUG00000008487
100227138	NCOA6	nuclear receptor coactivator 6	5	ENSTGUG00000003336
100227139	SPOPL	speckle type BTB/POZ protein like	2	ENSTGUG00000011840
100227140	PHF20	PHD finger protein 20	9	ENSTGUG00000003083
100227143	MRM3	mitochondrial rRNA methyltransferase 3	1	ENSTGUG00000007244
100227144	MYO1B	myosin IB	10	ENSTGUG00000010724
100227146	BMP2K	BMP2 inducible kinase	2	ENSTGUG00000001513
100227147	TRAF4	TNF receptor associated factor 4	1	ENSTGUG00000020738
100227149	BMPR2	bone morphogenetic protein receptor type 2	2	ENSTGUG00000010107
100227150	KIF6	kinesin family member 6	6	ENSTGUG00000002485
100227152	RFTN2	raftlin family member 2	3	ENSTGUG00000010512
100227153	NPR2	natriuretic peptide receptor 2	1	ENSTGUG00000001828
100227154	TMEM132E	transmembrane protein 132E	2	ENSTGUG00000005003
100227157	DTNB	dystrobrevin beta	7	
100227159	EHBP1	EH domain binding protein 1	11	ENSTGUG00000002228
100227163	APPBP2	amyloid beta precursor protein binding protein 2	1	ENSTGUG00000007896
100227167	DERL2	derlin 2	1	ENSTGUG00000004222
100227168	SH3GL1	SH3 domain containing GRB2 like 1, endophilin A2	1	ENSTGUG00000025991
100227170	DNAJC24	DnaJ heat shock protein family (Hsp40) member C24	3	ENSTGUG00000019165
100227174	P2RY6	pyrimidinergic receptor P2Y6	4	ENSTGUG00000013477
100227176	LGR4	leucine rich repeat containing G protein-coupled receptor 4	1	ENSTGUG00000004708
100227179	AP1M1	adaptor related protein complex 1 subunit mu 1	1	ENSTGUG00000000701
100227182	PDLIM7	PDZ and LIM domain 7	1	ENSTGUG00000000408
100227184	ABLIM3	actin binding LIM protein family member 3	6	ENSTGUG00000000269
100227186	LYPD1	LY6/PLAUR domain containing 1	1	ENSTGUG00000029108
100227188	KANSL1L	KAT8 regulatory NSL complex subunit 1 like	6	ENSTGUG00000011385
100227191	KCTD16	potassium channel tetramerization domain containing 16	1	ENSTGUG00000000129
100227192	MRM1	mitochondrial rRNA methyltransferase 1	1	
100227193	KMT2C	lysine methyltransferase 2C	12	ENSTGUG00000000616
100227194	NABP1	nucleic acid binding protein 1	1	ENSTGUG00000019307
100227195	SHROOM3	shroom family member 3	2	ENSTGUG00000001695
100227196	WDR48	WD repeat domain 48	1	ENSTGUG00000000463
100227197	RPE	ribulose-5-phosphate-3-epimerase	3	ENSTGUG00000011373
100227199	PGAP1	post-GPI attachment to proteins inositol deacylase 1	2	ENSTGUG00000010613
100227203	SSH2	slingshot protein phosphatase 2	3	ENSTGUG00000006453
100227204	SPHK1	sphingosine kinase 1	1	ENSTGUG00000007949
100227206	NPHP1	nephrocystin 1	6	ENSTGUG00000007320
100227209	DTX2	deltex E3 ubiquitin ligase 2	4	ENSTGUG00000004526
100227211	ESF1	ESF1 nucleolar pre-rRNA processing protein homolog	1	ENSTGUG00000002450
100227213	GDF1	growth differentiation factor 1	1	ENSTGUG00000028778
100227214	FAM167A	family with sequence similarity 167 member A	1	
100227216	ZNF131	zinc finger protein 131	2	ENSTGUG00000002273
100227217	CRTC1	CREB regulated transcription coactivator 1	7	ENSTGUG00000001067
100227220	HNRNPM	heterogeneous nuclear ribonucleoprotein M	3	ENSTGUG00000000938
100227221	NIPSNAP2	nipsnap homolog 2	1	ENSTGUG00000005056
100227223	DAZAP1	DAZ associated protein 1	3	ENSTGUG00000000869
100227228	BICD2	BICD cargo adaptor 2	3	ENSTGUG00000003548
100227229	FHL5	four and a half LIM domains 5	2	ENSTGUG00000012315
100227235	MTRES1	mitochondrial transcription rescue factor 1	2	ENSTGUG00000012177
100227238	PTPRE	protein tyrosine phosphatase receptor type E	5	ENSTGUG00000011558
100227239	GARRE1	granule associated Rac and RHOG effector 1	2	ENSTGUG00000009542
100227241	ADAMTSL2	ADAMTS like 2	9	ENSTGUG00000005609
100227245	SH3GLB2	SH3 domain containing GRB2 like, endophilin B2	9	ENSTGUG00000004316
100227249	PTRH1	peptidyl-tRNA hydrolase 1 homolog	3	ENSTGUG00000003648
100227250	GFRA1	GDNF family receptor alpha 1	1	ENSTGUG00000018882
100227251	PID1	phosphotyrosine interaction domain containing 1	4	ENSTGUG00000024304
100227253	WDR5	WD repeat domain 5	1	ENSTGUG00000005765
100227254	ACSL3	acyl-CoA synthetase long chain family member 3	5	ENSTGUG00000007845
100227255	MANEA	mannosidase endo-alpha	1	ENSTGUG00000020334
100227256	ZER1	zyg-11 related cell cycle regulator	1	ENSTGUG00000004153
100227259	DSE	dermatan sulfate epimerase	4	ENSTGUG00000011943
100227261	AMN1	antagonist of mitotic exit network 1 homolog	1	ENSTGUG00000011480
100227262	C2H6orf62	chromosome 2 C6orf62 homolog	1	ENSTGUG00000029400
100227264	RABL6	RAB, member RAS oncogene family like 6	1	ENSTGUG00000002473
100227266	ABHD17B	abhydrolase domain containing 17B, depalmitoylase	2	ENSTGUG00000000836
100227269	RIC8B	RIC8 guanine nucleotide exchange factor B	2	ENSTGUG00000011019
100227270	CCDC127	coiled-coil domain containing 127	3	ENSTGUG00000008297
100227274	DGCR8	DGCR8 microprocessor complex subunit	1	ENSTGUG00000026902
100227278	KLHL1	kelch like family member 1	1	ENSTGUG00000012487
100227279	HIPK2	homeodomain interacting protein kinase 2	8	ENSTGUG00000011378
100227280	THSD1	thrombospondin type 1 domain containing 1	2	ENSTGUG00000012032
100227281	FAM118B	family with sequence similarity 118 member B	3	ENSTGUG00000000827
100227282	HHEX	hematopoietically expressed homeobox	2	ENSTGUG00000008924
100227283	SSTR3	somatostatin receptor 3	2	ENSTGUG00000010658
100227284	MTMR6	myotubularin related protein 6	2	ENSTGUG00000011465
100227285	NECTIN1	nectin cell adhesion molecule 1	3	ENSTGUG00000020436
100227286	LZTS3	leucine zipper tumor suppressor family member 3	3	ENSTGUG00000025707
100227287	ACO2	aconitase 2	2	ENSTGUG00000009907
100227288	NKAPD1	NKAP domain containing 1	1	
100227290	BUD13	BUD13 homolog	2	ENSTGUG00000000141
100227291	WDR91	WD repeat domain 91	1	ENSTGUG00000009190
100227292	AMOTL1	angiomotin like 1	1	ENSTGUG00000012818
100227293	CBL	Cbl proto-oncogene	2	ENSTGUG00000000375
100227295	KHDRBS1	KH RNA binding domain containing, signal transduction associated 1	1	ENSTGUG00000017346
100227299	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator	2	ENSTGUG00000009686
100227300	ABRAXAS2	abraxas 2, BRISC complex subunit	1	ENSTGUG00000011455
100227303	SLC7A10	solute carrier family 7 member 10	3	ENSTGUG00000009432
100227304	FNBP1	formin binding protein 1	13	ENSTGUG00000004545
100227306	GRK5	G protein-coupled receptor kinase 5	2	ENSTGUG00000011126
100227307	CEP85L	centrosomal protein 85 like	3	ENSTGUG00000011879
100227311	CARMIL1	capping protein regulator and myosin 1 linker 1	7	ENSTGUG00000008921
100227312	KCNRG	potassium channel regulator	2	
100227318	ATG5	autophagy related 5	3	ENSTGUG00000012200
100227322	ECHDC1	ethylmalonyl-CoA decarboxylase 1	8	ENSTGUG00000011765
100227323	KIAA1549	KIAA1549 ortholog	6	ENSTGUG00000011403
100227326	ENTPD2	ectonucleoside triphosphate diphosphohydrolase 2	21	ENSTGUG00000002332
100227327	NOPCHAP1	NOP protein chaperone 1	1	
100227330	NGEF	neuronal guanine nucleotide exchange factor	6	ENSTGUG00000007310
100227334	MSANTD4	Myb/SANT DNA binding domain containing 4 with coiled-coils	9	ENSTGUG00000027619
100227335	AIFM3	apoptosis inducing factor mitochondria associated 3	9	ENSTGUG00000010632
100227336	SUCLA2	succinate-CoA ligase ADP-forming subunit beta	1	ENSTGUG00000012239
100227337	FAM168B	family with sequence similarity 168 member B	1	ENSTGUG00000023304
100227339	RTCB	RNA 2',3'-cyclic phosphate and 5'-OH ligase	1	ENSTGUG00000010947
100227346	ARCN1	archain 1	1	ENSTGUG00000021337
100227353	UBN1	ubinuclein 1	11	ENSTGUG00000003540
100227354	ZDHHC3	zinc finger DHHC-type palmitoyltransferase 3	3	ENSTGUG00000004952
100227356	PTCD2	pentatricopeptide repeat domain 2	4	ENSTGUG00000005705
100227359	N4BP3	NEDD4 binding protein 3	2	
100227362	AJAP1	adherens junctions associated protein 1	1	ENSTGUG00000028015
100227363	EPHA5	EPH receptor A5	12	ENSTGUG00000004560
100227364	RWDD3	RWD domain containing 3	1	
100227366	ZNF280D	zinc finger protein 280D	7	ENSTGUG00000006310
100227368	GRID2	glutamate ionotropic receptor delta type subunit 2	4	ENSTGUG00000003097
100227372	SEC31A	SEC31 homolog A, COPII coat complex component	10	ENSTGUG00000002804
100227373	TGM4	transglutaminase 4	3	ENSTGUG00000004894
100227374	IGF1R	insulin like growth factor 1 receptor	2	ENSTGUG00000008636
100227375	CDV3	CDV3 homolog	5	
100227378	ONECUT1	one cut homeobox 1	1	ENSTGUG00000006638
100227379	NEO1	neogenin 1	7	ENSTGUG00000004132,ENSTGUG00000025270
100227380	UNC5B	unc-5 netrin receptor B	2	ENSTGUG00000004265
100227382	ERGIC2	ERGIC and golgi 2	2	ENSTGUG00000003331
100227384	OXSM	3-oxoacyl-ACP synthase, mitochondrial	3	ENSTGUG00000003542
100227385	UBFD1	ubiquitin family domain containing 1	3	
100227386	CTNNA3	catenin alpha 3	1	
100227387	KAT2B	lysine acetyltransferase 2B	3	ENSTGUG00000003246
100227388	SNX29	sorting nexin 29	3	ENSTGUG00000005083
100227393	CEP20	centrosomal protein 20	3	ENSTGUG00000005542
100227394	DESI2	desumoylating isopeptidase 2	1	
100227395	CREBBP	CREB binding protein	5	
100227396	UBA6	ubiquitin like modifier activating enzyme 6	1	ENSTGUG00000004506
100227398	FBXL16	F-box and leucine rich repeat protein 16	1	ENSTGUG00000003608
100227401	VRK3	VRK serine/threonine kinase 3	3	ENSTGUG00000003328
100227402	ZNRF2	zinc and ring finger 2	3	ENSTGUG00000003941
100227403	NTRK3	neurotrophic receptor tyrosine kinase 3	3	ENSTGUG00000008364
100227405	MAPK8IP3	mitogen-activated protein kinase 8 interacting protein 3	33	ENSTGUG00000003150
100227408	FBXW11	F-box and WD repeat domain containing 11	6	ENSTGUG00000014711
100227409	ALG14	ALG14 UDP-N-acetylglucosaminyltransferase subunit	1	ENSTGUG00000005611
100227412	FGF18	fibroblast growth factor 18	1	ENSTGUG00000014702
100227413	SKI	SKI proto-oncogene	1	ENSTGUG00000002944
100227414	LURAP1L	leucine rich adaptor protein 1 like	1	ENSTGUG00000004701
100227417	SH3GLB1	SH3 domain containing GRB2 like, endophilin B1	5	ENSTGUG00000006338
100227418	VAMP3	vesicle associated membrane protein 3	3	
100227419	AIMP1	aminoacyl tRNA synthetase complex interacting multifunctional protein 1	1	ENSTGUG00000003915
100227421	MYO1E	myosin IE	1	ENSTGUG00000005894
100227425	ARHGAP10	Rho GTPase activating protein 10	1	ENSTGUG00000002594
100227426	PPM1K	protein phosphatase, Mg2+/Mn2+ dependent 1K	2	ENSTGUG00000002504
100227427	FKBP9	FKBP prolyl isomerase 9	1	ENSTGUG00000005249
100227428	BBS4	Bardet-Biedl syndrome 4	4	ENSTGUG00000004195
100227431	GABPB1	GA binding protein transcription factor subunit beta 1	4	ENSTGUG00000026845
100227432	MTX3	metaxin 3	4	ENSTGUG00000003611
100227433	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta	1	
100227441	TTC3	tetratricopeptide repeat domain 3	10	ENSTGUG00000004895
100227442	PRKCB	protein kinase C beta	2	ENSTGUG00000006215
100227443	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	5	ENSTGUG00000002536
100227444	HNRNPH3	heterogeneous nuclear ribonucleoprotein H3	8	ENSTGUG00000003609
100227448	RMDN2	regulator of microtubule dynamics 2	4	ENSTGUG00000008805
100227450	MICAL2	microtubule associated monooxygenase, calponin and LIM domain containing 2	3	ENSTGUG00000016051
100227452	RGS11	regulator of G protein signaling 11	2	ENSTGUG00000004285
100227455	RBFOX1	RNA binding fox-1 homolog 1	37	ENSTGUG00000004562
100227462	CACNA1G	calcium voltage-gated channel subunit alpha1 G	20	ENSTGUG00000009049
100227463	FAM135B	family with sequence similarity 135 member B	2	ENSTGUG00000012621
100227466	SUMO2	small ubiquitin like modifier 2	1	
100227470	CHRAC1	chromatin accessibility complex subunit 1	1	ENSTGUG00000012651
100227472	EZH1	enhancer of zeste 1 polycomb repressive complex 2 subunit	1	ENSTGUG00000002758
100227474	VBP1	VHL binding protein 1	1	ENSTGUG00000004011
100227475	TTF2	transcription termination factor 2	4	ENSTGUG00000013438
100227478	MYH10	myosin heavy chain 10	4	ENSTGUG00000005201
100227479	RAP2C	RAP2C, member of RAS oncogene family	1	ENSTGUG00000003016
100227485	TNFRSF1A	TNF receptor superfamily member 1A	2	ENSTGUG00000013369
100227486	GMPS	guanine monophosphate synthase	1	ENSTGUG00000011256
100227487	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	10	ENSTGUG00000001978
100227491	MTM1	myotubularin 1	4	ENSTGUG00000004636
100227492	SNAP47	synaptosome associated protein 47	4	ENSTGUG00000000221
100227493	WNT2B	Wnt family member 2B	1	ENSTGUG00000017545
100227494	IGBP1	immunoglobulin binding protein 1	2	ENSTGUG00000002673
100227495	KIF9	kinesin family member 9	1	ENSTGUG00000000157
100227496	FASTK	Fas activated serine/threonine kinase	2	ENSTGUG00000000066
100227498	PLEKHA6	pleckstrin homology domain containing A6	13	ENSTGUG00000017471
100227502	PRICKLE4	prickle planar cell polarity protein 4	1	ENSTGUG00000017440
100227503	ITSN1	intersectin 1	6	ENSTGUG00000000495,ENSTGUG00000023624
100227504	PLCD4	phospholipase C delta 4	7	ENSTGUG00000005509
100227505	MARVELD2	MARVEL domain containing 2	1	ENSTGUG00000001559
100227506	TSTD2	thiosulfate sulfurtransferase like domain containing 2	1	ENSTGUG00000001482
100227507	PDIA5	protein disulfide isomerase family A member 5	1	ENSTGUG00000004344
100227509	DYNC1I2	dynein cytoplasmic 1 intermediate chain 2	11	ENSTGUG00000008226
100227510	CENPQ	centromere protein Q	2	
100227512	ABCB6	ATP binding cassette subfamily B member 6 (LAN blood group)	2	ENSTGUG00000005757
100227513	ACO1	aconitase 1	5	ENSTGUG00000001505
100227514	TP53I3	tumor protein p53 inducible protein 3	2	ENSTGUG00000013192
100227519	TSC22D3	TSC22 domain family member 3	2	ENSTGUG00000019242
100227522	MRC2	mannose receptor C type 2	1	ENSTGUG00000003043
100227525	RND2	Rho family GTPase 2	1	
100227526	MRPL38	mitochondrial ribosomal protein L38	2	ENSTGUG00000008223
100227527	DHX58	DExH-box helicase 58	1	ENSTGUG00000002516
100227528	SRSF2	serine and arginine rich splicing factor 2	8	ENSTGUG00000029446
100227538	CCNL1	cyclin L1	1	ENSTGUG00000011231
100227539	NALF2	NALCN channel auxiliary factor 2	1	ENSTGUG00000021447
100227544	SLC16A1	solute carrier family 16 member 1	7	ENSTGUG00000017527
100227547	JMJD4	jumonji domain containing 4	6	ENSTGUG00000000219
100227548	NUCKS1	nuclear casein kinase and cyclin dependent kinase substrate 1	2	ENSTGUG00000017515
100227553	IL10RB	interleukin 10 receptor subunit beta	1	ENSTGUG00000029359
100227554	ITPR3	inositol 1,4,5-trisphosphate receptor type 3	2	ENSTGUG00000001798
100227559	IGFBP2	insulin like growth factor binding protein 2	1	ENSTGUG00000020693
100227560	SLC25A26	solute carrier family 25 member 26	8	ENSTGUG00000009590
100227563	P4HTM	prolyl 4-hydroxylase, transmembrane	1	
100227564	HNRNPA3	heterogeneous nuclear ribonucleoprotein A3	17	ENSTGUG00000008996
100227565	PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha	1	ENSTGUG00000009123
100227566	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	4	ENSTGUG00000007273
100227567	TADA1	transcriptional adaptor 1	2	ENSTGUG00000026809
100227568	FUCA1	alpha-L-fucosidase 1	1	
100227571	TXNDC9	thioredoxin domain containing 9	3	ENSTGUG00000010125
100227572	DNAI4	dynein axonemal intermediate chain 4	5	ENSTGUG00000010161,ENSTGUG00000021508
100227573	CLCN4	chloride voltage-gated channel 4	3	ENSTGUG00000008365
100227574	ELOA	elongin A	2	ENSTGUG00000001205
100227577	ZNF423	zinc finger protein 423	5	ENSTGUG00000008627
100227579	KLF3	KLF transcription factor 3	2	ENSTGUG00000009046
100227581	ZFHX3	zinc finger homeobox 3	1	ENSTGUG00000008190
100227582	RBM20	RNA binding motif protein 20	4	ENSTGUG00000010663
100227585	KARS1	lysyl-tRNA synthetase 1	3	ENSTGUG00000008400
100227586	RNFT2	ring finger protein, transmembrane 2	5	ENSTGUG00000010340
100227587	SLC16A7	solute carrier family 16 member 7	3	ENSTGUG00000029204
100227590	RPP30	ribonuclease P/MRP subunit p30	1	ENSTGUG00000008399
100227591	PRMT7	protein arginine methyltransferase 7	4	ENSTGUG00000006916
100227593	VTI1A	vesicle transport through interaction with t-SNAREs 1A	4	ENSTGUG00000028888
100227596	MORN4	MORN repeat containing 4	2	ENSTGUG00000009616
100227597	FNDC1	fibronectin type III domain containing 1	1	
100227598	HECTD4	HECT domain E3 ubiquitin protein ligase 4	4	ENSTGUG00000006699
100227600	RPLP0	ribosomal protein lateral stalk subunit P0	2	ENSTGUG00000009458
100227604	STX7	syntaxin 7	4	ENSTGUG00000011615
100227605	TFIP11	tuftelin interacting protein 11	3	ENSTGUG00000007710
100227608	TMEM175	transmembrane protein 175	1	ENSTGUG00000000170
100227610	TRIO	trio Rho guanine nucleotide exchange factor	3	ENSTGUG00000007442
100227613	ZMYM4	zinc finger MYM-type containing 4	6	ENSTGUG00000001709
100227616	SUCO	SUN domain containing ossification factor	3	ENSTGUG00000017265
100227617	HTR1D	5-hydroxytryptamine receptor 1D	1	ENSTGUG00000001436
100227618	TMEM132D	transmembrane protein 132D	1	ENSTGUG00000004813,ENSTGUG00000020425
100227619	PRKX	protein kinase cAMP-dependent X-linked catalytic subunit	2	ENSTGUG00000008608
100227624	MTFR1L	mitochondrial fission regulator 1 like	1	ENSTGUG00000001075
100227625	TBC1D1	TBC1 domain family member 1	11	ENSTGUG00000009056
100227626	SHOX	SHOX homeobox	1	ENSTGUG00000010688
100227627	NUDC	nuclear distribution C, dynein complex regulator	1	ENSTGUG00000000980
100227629	CDC16	cell division cycle 16	2	ENSTGUG00000009440
100227630	XKR8	XK related 8	1	ENSTGUG00000000870
100227636	PTPRU	protein tyrosine phosphatase receptor type U	4	ENSTGUG00000000777
100227639	DCLRE1A	DNA cross-link repair 1A	1	ENSTGUG00000010874
100227640	CHMP1A	charged multivesicular body protein 1A	2	
100227641	RNF20	ring finger protein 20	5	ENSTGUG00000017517
100227645	SRGAP1	SLIT-ROBO Rho GTPase activating protein 1	2	ENSTGUG00000006378
100227646	MARVELD1	MARVEL domain containing 1	1	
100227647	TMTC2	transmembrane O-mannosyltransferase targeting cadherins 2	1	ENSTGUG00000007855
100227648	SMPD3	sphingomyelin phosphodiesterase 3	1	ENSTGUG00000006964
100227649	MSI1	musashi RNA binding protein 1	2	ENSTGUG00000009534
100227650	RPAP3	RNA polymerase II associated protein 3	1	ENSTGUG00000006201
100227657	ATP6V0D1	ATPase H+ transporting V0 subunit d1	1	ENSTGUG00000005881
100227659	NT5C2	5'-nucleotidase, cytosolic II	4	ENSTGUG00000010251
100227660	POGLUT2	protein O-glucosyltransferase 2	2	ENSTGUG00000010849
100227663	GNAZ	G protein subunit alpha z	2	ENSTGUG00000009984
100227667	OPRM1	opioid receptor mu 1	2	ENSTGUG00000011179
100227668	PPIL2	peptidylprolyl isomerase like 2	1	ENSTGUG00000008567
100227669	ROPN1L	rhophilin associated tail protein 1 like	7	ENSTGUG00000007586
100227670	HTRA3	HtrA serine peptidase 3	1	ENSTGUG00000010252
100227673	MARCHF11	membrane associated ring-CH-type finger 11	1	ENSTGUG00000007392
100227675	NANS	N-acetylneuraminate synthase	1	ENSTGUG00000000113
100227676	BRINP2	BMP/retinoic acid inducible neural specific 2	2	ENSTGUG00000017409
100227677	GTF2H3	general transcription factor IIH subunit 3	4	ENSTGUG00000005281
